"year","number","type","reporting category","standard","item description","pts","school%","state%","school_state_diff","grade_level","discipline core idea","standard desc","item_library_URL","year_2024"
"2021","33","SR","LS","7.LS.1.4","Determine and explain the changes to flowering plant populations when the size of an insect population changes.",1,70,66,4,"7","From Molecules to Organisms: Structures and Processes","Construct an explanation based on evidence for how characteristic animal behaviors and specialized plant structures increase the probability of successful reproduction of animals and plants",NA,"no"
"2021","34","SR","ES","8.ESS.3.5","Use a graph to determine changes in carbon dioxide levels in the atmosphere and identify several activities that have contributed to these changes.",1,73,71,2,"8","Earth and Human Activity","Examine and interpret data to describe the role that human activities have played in causing the rise in global temperatures over the past century.",NA,"no"
"2021","35","SR","LS","7.LS.2.3","Interpret a food web to determine one way energy flows through an ecosystem.",1,80,84,-4,"7","Ecosystems: Interactions, Energy, and Dynamics","Develop a model to describe that matter and energy are transferred among living and nonliving parts of an ecosystem and that both matter and energy are conserved through these processes.",NA,"no"
"2021","36","SR","TE","8.ETS.2.5","Determine that the manufacturing process of conditioning occurs in a given scenario.",1,53,57,-4,"8","Materials, Tools, and Manufacturing","Present information that illustrates how a product can be created using basic processes in manufacturing systems, including forming, separating, conditioning, assembling, finishing, quality control, and safety. Compare the advantages and disadvantages of human vs. computer control of these processes.",NA,"no"
"2021","37","SR","LS","7.LS.2.2","Analyze information to determine that the type of ecological relationship between two organisms is mutually beneficial.",1,91,85,6,"7","Ecosystems: Interactions, Energy, and Dynamics","Describe how relationships among and between organisms in an ecosystem can be competitive, predatory, parasitic, and mutually beneficial and that these interactions are found across multiple ecosystems",NA,"no"
"2021","38","SR","TE","6.ETS.2.3","Use a ruler to determine the appropriate location to cut a wooden rod.",1,91,81,10,"6","Materials, Tools, and Manufacturing","Choose and safely use appropriate measuring tools, hand tools, fasteners, and common hand-held power tools used to construct a prototype.",NA,"no"
"2021","39","SR","PS","6.PS.4.1","Use a model to identify the characteristic of a wave that is related to the amount of energy carried in that wave.",1,58,53,5,"6","Waves and Their Applications in Technologies for Information Transfer","Use diagrams of a simple wave to explain that (a) a wave has a repeating pattern with a specific amplitude, frequency, and wavelength, and (b) the amplitude of a wave is related to the energy of the wave.",NA,"no"
"2021","40","SR","PS","7.PS.2.3","Complete a model to show how pairs of spheres behave, depending on each sphere's electric charge.",1,64,57,7,"7","Motion and Stability: Forces and Interactions","Analyze data to describe the effect of distance and magnitude of electric charge on the strength of electric forces.",NA,"no"
"2021","41","SR","LS","6.LS.4.1","Use fossil evidence to determine how the environment of a location changed over time.",1,87,82,5,"6","Biological Evolution: Unity and Diversity","Analyze and interpret evidence from the fossil record to describe organisms and their environment, extinctions, and changes to life forms throughout the history of Earth.",NA,"no"
"2022","1","SR","ES","6.ESS.1.5","Use a model to order a planet, a solar system, a galaxy, and the universe from smallest to largest.",1,83,71,12,"6","Earth's Place in the Universe","Use graphical displays to illustrate that Earth and its solar system are one of many in the Milky Way galaxy, which is one of billions of galaxies in the universe.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC905147343&YearCode=2022","no"
"2022","2","SR","ES","7.ESS.3.2","Interpret a map to determine where an earthquake is most likely to occur.",1,70,67,3,"7","Earth and Human Activity","Obtain and communicate information on how data from past geologic events are analyzed for patterns and used to forecast the location and likelihood of future catastrophic events.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC632265448&YearCode=2022","no"
"2022","3","SR","PS","7.PS.2.3","Compare the strengths of the electric forces between charged particles at different distances to determine which two particles have the greatest attractive electric force.",1,57,49,8,"7","Motion and Stability: Forces and Interactions","Analyze data to describe the effect of distance and magnitude of electric charge on the strength of electric forces.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC903847508&YearCode=2022","no"
"2022","4","SR","ES","8.ESS.1.2","Analyze mass and distance data of planets to determine the planet that has the greatest gravitational force acting on it.",1,62,64,-2,"8","Earth's Place in the Universe","Explain the role of gravity in ocean tides, the orbital motions of planets, their moons, and asteroids in the solar system.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC633058958&YearCode=2022","no"
"2022","5","CR","PS","7.PS.3.1","Compare the kinetic energy of two students when given their speed and mass and explain the reasoning; identify the graph that shows the relationship between speed and kinetic energy and explain the reasoning.",2,47,39,8,"7","Energy","Construct and interpret data and graphs to describe the relationships among kinetic energy, mass, and speed of an object.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC816553266&YearCode=2022","no"
"2022","6","SR","ES","8.ESS.3.5","Interpret a model to show how thermal energy that causes global warming moves through Earth's systems. Identify activities that will reduce greenhouse gas production.",2,64,59,5,"8","Earth and Human Activity","Examine and interpret data to describe the role that human activities have played in causing the rise in global temperatures over the past century.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC905636245&YearCode=2022","no"
"2022","7","SR","TE","7.ETS.3.5","Determine whether parts of a system are inputs, processes, or outputs.",1,59,50,9,"7","Technological Systems","Use the concept of systems engineering to model inputs, processes, outputs, and feedback among components of a transportation, structural, or communication system.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC630748134&YearCode=2022","no"
"2022","8","SR","TE","7.ETS.3.3","Determine whether parts of a vehicle are structural, propulsion, or control subsystems.",1,59,54,5,"7","Technological Systems","Research and communicate information about how transportation systems are designed to move people and goods using a variety of vehicles and devices. Identify and describe subsystems of a transportation vehicle, including structural, propulsion, guidance, suspension, and control subsystems","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC633724344&YearCode=2022","no"
"2022","9","SR","TE","6.ETS.2.3","Select the appropriate safety equipment and tools needed to construct a prototype.",1,72,59,13,"6","Materials, Tools, and Manufacturing","Choose and safely use appropriate measuring tools, hand tools, fasteners, and common hand-held power tools used to construct a prototype.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC718684123&YearCode=2022","no"
"2022","10","SR","ES","8.ESS.2.5","Analyze data to determine the causes of a change in weather.",1,67,59,8,"8","Earth's Systems","Interpret basic weather data to identify patterns in air mass interactions and the relationship of those patterns to local weather.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC803361743&YearCode=2022","no"
"2022","11","SR","PS","7.PS.3.4","Explain how mass affects the amount of heat energy that one object can transfer to another.",1,44,35,9,"7","Energy","Conduct an investigation to determine the relationships among the energy transferred, how well the type of matter retains or radiates heat, the mass, and the change in the average kinetic energy of the particles as measured by the temperature of the sample.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC313192&YearCode=2022","no"
"2022","12","SR","LS","7.LS.2.2","Analyze a food web to describe how the ecological relationships among organisms influence populations in an ecosystem.",1,88,73,15,"7","Ecosystems: Interactions, Energy, and Dynamics","Describe how relationships among and between organisms in an ecosystem can be competitive, predatory, parasitic, and mutually beneficial and that these interactions are found across multiple ecosystems","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC903846698&YearCode=2022","no"
"2022","13","SR","LS","7.LS.2.3","Use a food web to determine which organisms in an ecosystem transfer energy from sunlight into food molecules.",1,96,76,20,"7","Ecosystems: Interactions, Energy, and Dynamics","Develop a model to describe that matter and energy are transferred among living and nonliving parts of an ecosystem and that both matter and energy are conserved through these processes.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC903843363&YearCode=2022","no"
"2022","14","SR","LS","7.LS.2.4","Determine what data should be collected to study how overfishing one population affects another population.",1,47,40,7,"7","Ecosystems: Interactions, Energy, and Dynamics","Analyze data to provide evidence that disruptions (natural or human-made) to any physical or biological component of an ecosystem can lead to shifts in all its populations.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC903849539&YearCode=2022","no"
"2022","15","CR","LS","7.LS.2.1","Analyze a food web to describe and explain the ecological relationship between two organisms and explain how changes to the populations of organisms affect the population sizes of other organisms.",3,56,50,6,"7","Ecosystems: Interactions, Energy, and Dynamics","Analyze and interpret data to provide evidence for the effects of periods of abundant and scarce resources on the growth of organisms and the size of populations in an ecosystem.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC903853728&YearCode=2022","no"
"2022","16","SR","ES","7.ESS.2.4","Analyze a water cycle model to determine what would cause an increase in evaporation.",1,54,42,12,"7","Earth's Systems","Develop a model to explain how the energy of the Sun and Earth’s gravity drive the cycling of water, including changes of state, as it moves through multiple pathways in Earth’s hydrosphere.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC814037351&YearCode=2022","no"
"2022","17","CR","PS","6.PS.1.6","Analyze the results of an investigation to determine whether a reaction was endothermic or exothermic, and show how the results should be organized in a lab notebook.",3,43,39,4,"6","Matter and Its Interactions","Plan and conduct an experiment involving exothermic and endothermic chemical reactions to measure and describe the release or absorption of thermal energy.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC631744146&YearCode=2022","no"
"2022","18","SR","TE","7.ETS.3.1","Interpret a model of a communication system to determine its source and storage.",2,75,65,10,"7","Technological Systems","Explain the function of a communication system and the role of its components, including a source, encoder, transmitter, receiver, decoder, and storage.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC804379456&YearCode=2022","no"
"2022","19","SR","TE","7.ETS.1.7","Describe the function of a prototype.",1,31,33,-2,"7","Engineering Design","Construct a prototype of a solution to a given design problem.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC265230&YearCode=2022","no"
"2022","20","SR","LS","8.LS.1.7","Describe how digested food molecules are used by a person's body.",1,67,58,9,"8","From Molecules to Organisms: Structures and Processes","Use informational text to describe that food molecules, including carbohydrates, proteins, and fats, are broken down and rearranged through chemical reactions forming new molecules that support cell growth and/or release of energy.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC807303457&YearCode=2022","no"
"2022","21","SR","TE","7.ETS.1.2","Interpret a decision matrix to determine the best design solutions.",1,73,67,6,"7","Engineering Design","Evaluate competing solutions to a given design problem using a decision matrix to determine how well each meets the criteria and constraints of the problem. Use a model of each solution to evaluate how variations in one or more design features, including size, shape, weight, or cost, may affect the function or effectiveness of the solution.",NA,"no"
"2022","22","SR","PS","6.PS.4.2","Determine which model shows how light is transmitted through a material.",1,48,41,7,"6","Waves and Their Applications in Technologies for Information Transfer","Use diagrams and other models to show that both light rays and mechanical waves are reflected, absorbed, or transmitted through various materials.",NA,"no"
"2022","23","SR","LS","8.LS.3.4","Complete a model to show the pairs of alleles that code for a trait in an offspring and its parents.",1,67,44,23,"8","Heredity: Inheritance and Variation of Traits","Develop and use a model to show that sexually reproducing organisms have two of each chromosome in their cell nuclei, and hence two variants (alleles) of each gene that can be the same or different from each other, with one random assortment of each chromosome passed down to offspring from both parents.",NA,"no"
"2022","24","SR","TE","6.ETS.1.1","Determine a constraint of a design solution for a manufacturer.",1,88,75,13,"6","Engineering Design","Define the criteria and constraints of a design problem with sufficient precision to ensure a successful solution. Include potential impacts on people and the natural environment that may limit possible solutions.",NA,"no"
"2022","25","SR","TE","6.ETS.1.5","Calculate the length of a scaled drawing and select the correct scaled drawing by measuring its length.",1,59,45,14,"6","Engineering Design","Create visual representations of solutions to a design problem. Accurately interpret and apply scale and proportion to visual representations.",NA,"no"
"2022","26","SR","TE","6.ETS.2.1","Determine which property of a metal blade allows it to cut other materials.",1,66,65,1,"6","Materials, Tools, and Manufacturing","Analyze and compare properties of metals, plastics, wood, and ceramics, including flexibility, ductility, hardness, thermal conductivity, electrical conductivity, and melting point",NA,"no"
"2022","27","CR","TE","8.ETS.2.5","Identity which manufacturing processes are used to make a product and explain an advantage of using computer-controlled machines for some manufacturing steps.",3,63,52,11,"8","Materials, Tools, and Manufacturing","Present information that illustrates how a product can be created using basic processes in manufacturing systems, including forming, separating, conditioning, assembling, finishing, quality control, and safety. Compare the advantages and disadvantages of human vs. computer control of these processes.",NA,"no"
"2022","28","CR","ES","6.ESS.1.4","Identify and explain the relative ages of rock layers, explain how fossils of a species can be found in a different environment from where the species lived, and explain why fossils of a species may be found in only one rock layer.",3,52,47,5,"6","Earth's Place in the Universe","Analyze and interpret rock layers and index fossils to determine the relative ages of rock formations that result from processes occurring over long periods of time.",NA,"no"
"2022","29","SR","ES","8.ESS.1.1","Complete a model to show the Sun-Earth system and describe the daylight hours in the Southern Hemisphere for a certain month.",2,54,54,0,"8","Earth's Place in the Universe","Develop and use a model of the Earth-Sun system to explain the cyclical pattern of seasons, which includes Earth’s tilt and differential intensity of sunlight on different areas of Earth across the year.",NA,"no"
"2022","30","SR","PS","8.PS.1.1","Compare the properties of two molecules by interpreting models of the molecules.",1,83,71,12,"8","Matter and Its Interactions","Develop a model to describe that (a) atoms combine in a multitude of ways to produce pure substances which make up all of the living and nonliving things that we encounter, (b) atoms form molecules and compounds that range in size from two to thousands of atoms, and (c) mixtures are composed of different proportions of pure substances.",NA,"no"
"2022","31","SR","PS","8.PS.2.2","Use information about the motion and speed of an object to determine if the forces on the object are balanced or unbalanced.",1,88,62,26,"8","Motion and Stability: Forces and Interactions","Provide evidence that the change in an object’s speed depends on the sum of the forces on the object (the net force) and the mass of the object.",NA,"no"
"2022","32","SR","LS","8.LS.1.5","Analyze data to determine that an environmental factor influenced the growth of organisms.",1,80,72,8,"8","From Molecules to Organisms: Structures and Processes","Construct an argument based on evidence for how environmental and genetic factors influence the growth of organisms.",NA,"no"
"2022","33","SR","ES","8.ESS.2.1","Use a model to draw a conclusion about oceanic crust near a mid-ocean ridge.",1,61,60,1,"8","Earth's Systems","Use a model to illustrate that energy from Earth’s interior drives convection that cycles Earth’s crust, leading to melting, crystallization, weathering, and deformation of large rock formations, including generation of ocean sea floor at ridges, submergence of ocean sea floor at trenches, mountain building, and active volcanic chains.",NA,"no"
"2022","34","SR","PS","6.PS.4.1","Compare wave models and determine which two have the same amplitude.",1,30,29,1,"6","Waves and Their Applications in Technologies for Information Transfer","Use diagrams of a simple wave to explain that (a) a wave has a repeating pattern with a specific amplitude, frequency, and wavelength, and (b) the amplitude of a wave is related to the energy of the wave.",NA,"no"
"2022","35","SR","LS","8.LS.3.2","Explain why sexual reproduction helped a species survive an environmental change.",1,44,39,5,"8","Heredity: Inheritance and Variation of Traits","Construct an argument based on evidence for how asexual reproduction results in offspring with identical genetic information and sexual reproduction results in offspring with genetic variation. Compare and contrast advantages and disadvantages of asexual and sexual reproduction.",NA,"no"
"2022","36","CR","LS","8.LS.4.4","Identify whether an inherited trait will increase in a population over time and explain the reasoning.",2,50,39,11,"8","Biological Evolution: Unity and Diversity","Use a model to describe the process of natural selection, in which genetic variations of some traits in a population increase some individuals’ likelihood of surviving and reproducing in a changing environment. Provide evidence that natural selection occurs over many generations.",NA,"no"
"2022","37","SR","PS","7.PS.3.3","Explain how an insulated cooler can keep its contents cold.",1,31,31,0,"7","Energy","Apply scientific principles of energy and heat transfer to design, construct, and test a device to minimize or maximize thermal energy transfer.*",NA,"no"
"2022","38","SR","LS","6.LS.4.1","Analyze fossil record data to determine how the fossil record changed and explain why the change occurred.",1,49,56,-7,"6","Biological Evolution: Unity and Diversity","Analyze and interpret evidence from the fossil record to describe organisms and their environment, extinctions, and changes to life forms throughout the history of Earth.",NA,"no"
"2022","39","SR","PS","6.PS.1.7","Use a data table with mass , volume, and physical state to determine which material has the greatest density.",1,36,28,8,"6","Matter and Its Interactions","Use a particulate model of matter to explain that density is the amount of matter (mass) in a given volume. Apply proportional reasoning to describe, calculate, and compare relative densities of different materials.",NA,"no"
"2022","40","SR","ES","6.ESS.1.1","Describe how Earth would appear from the Moon when Earth is experiencing a lunar eclipse.",1,53,46,7,"6","Earth's Place in the Universe","Develop and use a model of the Earth-Sun-Moon system to explain the causes of lunar phases and eclipses of the Sun and Moon.",NA,"no"
"2022","41","SR","LS","8.LS.3.3","Explain why different types of cells in an organ can have different functions.",1,41,35,6,"8","Heredity: Inheritance and Variation of Traits","Communicate through writing and in diagrams that chromosomes contain many distinct genes and that each gene holds the instructions for the production of specific proteins, which in turn affects the traits of an individual.",NA,"no"
"2023","1","SR","ES","6.ESS.1.5","Determine the location of Earth's solar system when given a diagram of several galaxies.",1,93,82,11,"6","Earth's Place in the Universe","Use graphical displays to illustrate that Earth and its solar system are one of many in the Milky Way galaxy, which is one of billions of galaxies in the universe.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC316009&YearCode=2023","no"
"2023","2","SR","PS","7.PS.3.7","Analyze graphs to determine the amounts of kinetic and potential energy an object has at two different heights.",1,64,63,1,"7","Energy","Use informational text to describe the relationship between kinetic and potential energy and illustrate conversions from one form to another.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC000757503&YearCode=2023","no"
"2023","3","SR","LS","8.LS.1.7","Complete a model that shows food molecules and oxygen combining to release energy during cellular respiration.",1,59,48,11,"8","From Molecules to Organisms: Structures and Processes","Use informational text to describe that food molecules, including carbohydrates, proteins, and fats, are broken down and rearranged through chemical reactions forming new molecules that support cell growth and/or release of energy.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC631443367&YearCode=2023","no"
"2023","4","SR","PS","8.PS.1.1","Identify the model that represents a molecule when given the chemical formula.",1,74,73,1,"8","Matter and Its Interactions","Develop a model to describe that (a) atoms combine in a multitude of ways to produce pure substances which make up all of the living and nonliving things that we encounter, (b) atoms form molecules and compounds that range in size from two to thousands of atoms, and (c) mixtures are composed of different proportions of pure substances.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC903843634&YearCode=2023","no"
"2023","5","SR","TE","6.ETS.1.1","Interpret data from an investigation to identify the criteria used to select a solution.",1,44,45,-1,"6","Engineering Design","Define the criteria and constraints of a design problem with sufficient precision to ensure a successful solution. Include potential impacts on people and the natural environment that may limit possible solutions.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC903853174&YearCode=2023","no"
"2023","6","SR","TE","7.ETS.1.2","Use data to determine which solution meets the given criteria to solve a problem.",1,74,65,9,"7","Engineering Design","Evaluate competing solutions to a given design problem using a decision matrix to determine how well each meets the criteria and constraints of the problem. Use a model of each solution to evaluate how variations in one or more design features, including size, shape, weight, or cost, may affect the function or effectiveness of the solution.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC903854067&YearCode=2023","no"
"2023","7","CR","PS","8.PS.2.2","Analyze steps of an investigation to determine how forces on objects and the masses of objects will affect the speed and kinetic energy of the objects and explain the reasoning.",3,43,40,3,"8","Motion and Stability: Forces and Interactions","Provide evidence that the change in an object’s speed depends on the sum of the forces on the object (the net force) and the mass of the object.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC903855126&YearCode=2023","no"
"2023","8","CR","TE","6.ETS.2.3","Identify an appropriate tool and fastener and describe how to use them; identify a piece of safety equipment and explain how it can keep a person safe.",3,63,57,6,"6","Materials, Tools, and Manufacturing","Choose and safely use appropriate measuring tools, hand tools, fasteners, and common hand-held power tools used to construct a prototype.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC934045224&YearCode=2023","no"
"2023","9","CR","ES","6.ESS.2.3","Identify pieces of evidence supporting the claim that two continents were once one landmass and explain the reasoning.",2,51,45,6,"6","Earth's Systems","Analyze and interpret maps showing the distribution of fossils and rocks, continental shapes, and seafloor structures to provide evidence that Earth’s plates have moved great distances, collided, and spread apart.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC631658368&YearCode=2023","no"
"2023","10","SR","LS","8.LS.3.3","Describe the location of chromosomes in cells and describe how genes cause specific proteins to be produced, resulting in the inheritance of different traits.",2,35,35,0,"8","Heredity: Inheritance and Variation of Traits","Communicate through writing and in diagrams that chromosomes contain many distinct genes and that each gene holds the instructions for the production of specific proteins, which in turn affects the traits of an individual.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC803667588&YearCode=2023","no"
"2023","11","SR","PS","7.PS.3.6","Identify an example of thermal energy being transferred primarily by conduction.",1,28,48,-20,"7","Energy","Use a model to explain how thermal energy is transferred out of hotter regions or objects and into colder ones by convection, conduction, and radiation.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC310230&YearCode=2023","no"
"2023","12","SR","PS","8.PS.1.5","Use a data table to compare masses before and after chemical reactions to determine which reaction took place in a closed system.",1,78,69,9,"8","Matter and Its Interactions","Use a model to explain that atoms are rearranged during a chemical reaction to form new substances with new properties. Explain that the atoms present in the reactants are all present in the products and thus the total number of atoms is conserved.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC289731&YearCode=2023","no"
"2023","13","SR","LS","6.LS.1.2","Describe the function of mitochondria in plant cells.",1,72,72,0,"6","From Molecules to Organisms: Structures and Processes","Develop and use a model to describe how parts of cells contribute to the cellular functions of obtaining food, water, and other nutrients from its environment, disposing of wastes, and providing energy for cellular processes.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC288298&YearCode=2023","no"
"2023","14","SR","LS","8.LS.4.4","Analyze a graph of a population changing over time to explain the likelihood of surviving and reproducing to pass on a trait.",1,70,64,6,"8","Biological Evolution: Unity and Diversity","Use a model to describe the process of natural selection, in which genetic variations of some traits in a population increase some individuals’ likelihood of surviving and reproducing in a changing environment. Provide evidence that natural selection occurs over many generations.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC905334273&YearCode=2023","no"
"2023","15","SR","ES","8.ESS.2.1","Use a diagram to describe the cause of plate motion near a mid-ocean ridge.",1,52,56,-4,"8","Earth's Systems","Use a model to illustrate that energy from Earth’s interior drives convection that cycles Earth’s crust, leading to melting, crystallization, weathering, and deformation of large rock formations, including generation of ocean sea floor at ridges, submergence of ocean sea floor at trenches, mountain building, and active volcanic chains.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC313155&YearCode=2023","no"
"2023","16","SR","TE","7.ETS.3.2","Analyze graphs to determine the benefits and drawbacks of different communication systems.",1,71,65,6,"7","Technological Systems","Compare the benefits and drawbacks of different communication systems.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC933938027&YearCode=2023","no"
"2023","17","SR","ES","8.ESS.2.6","Use the location of two cities shown on a map to describe how distance from the ocean affects climate.",1,46,43,3,"8","Earth's Systems","Describe how interactions involving the ocean affect weather and climate on a regional scale, including the influence of the ocean temperature as mediated by energy input from the Sun and energy loss due to evaporation or redistribution via ocean currents.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC735656788&YearCode=2023","no"
"2023","18","SR","LS","6.LS.4.1","Analyze a graph of groups of species over time showing an extinction event to determine what claim can be supported by the graph.",1,33,43,-10,"6","Biological Evolution: Unity and Diversity","Analyze and interpret evidence from the fossil record to describe organisms and their environment, extinctions, and changes to life forms throughout the history of Earth.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC905284974&YearCode=2023","no"
"2023","19","SR","ES","7.ESS.2.2","Identify evidence that the climate of Massachusetts has changed over geologic time.",1,46,39,7,"7","Earth's Systems","Construct an explanation based on evidence for how Earth’s surface has changed over scales that range from local to global in size.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC291714&YearCode=2023","no"
"2023","20","SR","LS","6.LS.4.2","Compare the bone structures of different organisms to describe their evolutionary relationships to a common ancestor.",1,78,55,23,"6","Biological Evolution: Unity and Diversity","Construct an argument using anatomical structures to support evolutionary relationships among and between fossil organisms and modern organisms","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC299423&YearCode=2023","no"
"2023","21","SR","ES","8.ESS.3.1","Explain why two locations can have different amounts of fossil fuel resources.",1,68,57,11,"8","Earth and Human Activity","Analyze and interpret data to explain that the Earth’s mineral and fossil fuel resources are unevenly distributed as a result of geologic processes.",NA,"no"
"2023","22","SR","LS","8.LS.3.4","Analyze Punnett squares to identify which one can be used to determine the probability of a trait for a given cross.",1,67,48,19,"8","Heredity: Inheritance and Variation of Traits","Develop and use a model to show that sexually reproducing organisms have two of each chromosome in their cell nuclei, and hence two variants (alleles) of each gene that can be the same or different from each other, with one random assortment of each chromosome passed down to offspring from both parents.",NA,"no"
"2023","23","SR","LS","8.LS.4.5","Identify selective breeding as a method people use to develop different types of plants.",1,63,52,11,"8","Biological Evolution: Unity and Diversity","Synthesize and communicate information about artificial selection, or the ways in which humans have changed the inheritance of desired traits in organisms.",NA,"no"
"2023","24","SR","TE","6.ETS.2.2","Describe the properties of materials needed for a design solution.",2,59,51,8,"6","Materials, Tools, and Manufacturing","Given a design task, select appropriate materials based on specific properties needed in the construction of a solution.",NA,"no"
"2023","25","SR","LS","7.LS.2.3","Describe some of the reactants and products of photosynthesis.",1,43,36,7,"7","Ecosystems: Interactions, Energy, and Dynamics","Develop a model to describe that matter and energy are transferred among living and nonliving parts of an ecosystem and that both matter and energy are conserved through these processes.",NA,"no"
"2023","26","SR","LS","6.LS.1.3","Describe how organs shown in a diagram work together as a body system.",1,62,67,-5,"6","From Molecules to Organisms: Structures and Processes","Construct an argument supported by evidence that the body systems interact to carry out essential functions of life.",NA,"no"
"2023","27","SR","TE","7.ETS.3.5","Use the concept of systems engineering to describe how data can be used to modify a part of a transportation system.",1,45,35,10,"7","Technological Systems","Use the concept of systems engineering to model inputs, processes, outputs, and feedback among components of a transportation, structural, or communication system.",NA,"no"
"2023","28","SR","ES","8.ESS.3.5","Use a graph to determine changes in carbon dioxide levels in the atmosphere and identify several activities that have contributed to these changes.",1,80,69,11,"8","Earth and Human Activity","Examine and interpret data to describe the role that human activities have played in causing the rise in global temperatures over the past century.",NA,"no"
"2023","29","SR","TE","6.ETS.1.5","Use a ruler to measure the dimensions of a scale drawing and calculate the dimensions of the actual object.",1,47,43,4,"6","Engineering Design","Create visual representations of solutions to a design problem. Accurately interpret and apply scale and proportion to visual representations.",NA,"no"
"2023","30","SR","TE","7.ETS.3.1","Identify the encoder and receiver in a communication system.",1,77,74,3,"7","Technological Systems","Explain the function of a communication system and the role of its components, including a source, encoder, transmitter, receiver, decoder, and storage.",NA,"no"
"2023","31","SR","ES","6.ESS.1.1","Explain why the appearance of the Moon changes over time.",1,24,39,-15,"6","Earth's Place in the Universe","Develop and use a model of the Earth-Sun-Moon system to explain the causes of lunar phases and eclipses of the Sun and Moon.",NA,"no"
"2023","32","SR","PS","6.PS.2.4","Identify that very massive objects have noticeable gravitational forces between them and those forces are attractive.",1,71,59,12,"6","Motion and Stability: Forces and Interactions","Use evidence to support the claim that gravitational forces between objects are attractive and are only noticeable when one or both of the objects have a very large mass.",NA,"no"
